urn,aspect,metadata,createdon,createdby
"urn:li:dashboard:(looker,dashboards.thelook::customer_lookup)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/thelook::customer_lookup"",""charts"":[""urn:li:chart:(looker,dashboard_elements.727e3a9bbf61a172988993ecf5fa6d4c)"",""urn:li:chart:(looker,dashboard_elements.2d1500597dc5e5d76fc923b5257f389f)"",""urn:li:chart:(looker,dashboard_elements.493d667849c6771f58f1a48589cabe1e)"",""urn:li:chart:(looker,dashboard_elements.adb6e635f2dd3c8e0631bc1420a1a9af)"",""urn:li:chart:(looker,dashboard_elements.94690c1d8bd9983e13a891ce09e82c1a)"",""urn:li:chart:(looker,dashboard_elements.8a49651a0dc2807f88b7d53c2ea308ce)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:unknown"",""time"":0},""lastModified"":{""actor"":""urn:li:corpuser:unknown"",""time"":0}},""datasets"":[],""title"":""Customer Lookup"",""dashboards"":[]}",2024-12-12 23:00:10,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.34)",dashboardKey,"{""dashboardId"":""dashboards.34"",""dashboardTool"":""looker""}",2022-03-22 3:49:31,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.29)",dashboardInfo,"{""description"":"""",""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/29"",""charts"":[""urn:li:chart:(looker,dashboard_elements.133)""],""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916101000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916114000}},""customProperties"":{},""title"":""Adopted Pets 2022""}",2022-07-08 5:34:52,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.29)",dashboardKey,"{""dashboardId"":""dashboards.29"",""dashboardTool"":""looker""}",2022-03-22 3:49:31,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.29)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2023-02-28 17:22:14,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.29)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.25)",dashboardKey,"{""dashboardId"":""dashboards.25"",""dashboardTool"":""looker""}",2022-03-22 3:49:29,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.25)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2023-02-28 17:22:14,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.25)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.26)",dashboardInfo,"{""description"":"""",""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/26"",""charts"":[""urn:li:chart:(looker,dashboard_elements.130)""],""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916032000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916070000}},""customProperties"":{},""title"":""Available Pets 2022""}",2022-09-07 2:13:52,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.26)",dashboardKey,"{""dashboardId"":""dashboards.26"",""dashboardTool"":""looker""}",2022-03-22 3:49:29,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.27)",dashboardInfo,"{""description"":"""",""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/27"",""charts"":[""urn:li:chart:(looker,dashboard_elements.131)""],""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916032000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916062000}},""customProperties"":{},""title"":""Event Summary 2020""}",2022-07-08 5:34:52,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.27)",dashboardKey,"{""dashboardId"":""dashboards.27"",""dashboardTool"":""looker""}",2022-03-22 3:49:31,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.25)",dashboardInfo,"{""description"":"""",""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/25"",""charts"":[""urn:li:chart:(looker,dashboard_elements.129)""],""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916032000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916052000}},""customProperties"":{},""title"":""Available Pets 2020""}",2022-03-22 3:49:29,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.15)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.19)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-04-27 22:00:15,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::brand_lookup)",dashboardKey,"{""dashboardId"":""dashboards.thelook::brand_lookup"",""dashboardTool"":""looker""}",2022-03-22 3:49:37,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.20)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/20"",""charts"":[""urn:li:chart:(looker,dashboard_elements.115)"",""urn:li:chart:(looker,dashboard_elements.116)"",""urn:li:chart:(looker,dashboard_elements.125)"",""urn:li:chart:(looker,dashboard_elements.112)"",""urn:li:chart:(looker,dashboard_elements.111)"",""urn:li:chart:(looker,dashboard_elements.114)"",""urn:li:chart:(looker,dashboard_elements.117)"",""urn:li:chart:(looker,dashboard_elements.113)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647915493000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647915643000}},""datasets"":[],""title"":""Campaign Driven Adoptions"",""dashboards"":[]}",2024-12-12 23:00:16,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.26)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2023-02-28 17:22:14,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.26)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.22)",dashboardInfo,"{""description"":"""",""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/22"",""charts"":[""urn:li:chart:(looker,dashboard_elements.126)""],""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647915981000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916078000}},""customProperties"":{},""title"":""Available Pets 2021""}",2022-07-08 5:34:50,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.22)",dashboardKey,"{""dashboardId"":""dashboards.22"",""dashboardTool"":""looker""}",2022-03-22 3:49:28,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.22)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.28)",dashboardInfo,"{""description"":"""",""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/28"",""charts"":[""urn:li:chart:(looker,dashboard_elements.132)""],""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916032000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916089000}},""customProperties"":{},""title"":""Adopted Pets 2021""}",2022-07-08 5:34:52,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.28)",dashboardKey,"{""dashboardId"":""dashboards.28"",""dashboardTool"":""looker""}",2022-03-22 3:49:31,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.28)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2023-02-28 17:22:14,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.28)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::brand_lookup)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/thelook::brand_lookup"",""charts"":[""urn:li:chart:(looker,dashboard_elements.4669f92f411721250b6f01609098dd58)"",""urn:li:chart:(looker,dashboard_elements.4ca0b47a6214dafc33cff6f57ac3df1f)"",""urn:li:chart:(looker,dashboard_elements.9f695437d94a97557ffd98593b2c0f0c)"",""urn:li:chart:(looker,dashboard_elements.9a15b9a3aa88cd688277fb5f704d2982)"",""urn:li:chart:(looker,dashboard_elements.9eb2ea425d7a97274b01a04beaee0e51)"",""urn:li:chart:(looker,dashboard_elements.d92d1319a02169778706cc853f0c3b77)"",""urn:li:chart:(looker,dashboard_elements.a18326534aab1dcee6c5850451d68786)"",""urn:li:chart:(looker,dashboard_elements.8d6f0d07651ecd7f2b408e75437981a3)"",""urn:li:chart:(looker,dashboard_elements.2ad19f990ca34dbbd3fbebabf5f17e11)"",""urn:li:chart:(looker,dashboard_elements.e653862b7239f4edf8a3026d2bb1b808)"",""urn:li:chart:(looker,dashboard_elements.5a14613ab5de6b1883cb30a0868c643e)"",""urn:li:chart:(looker,dashboard_elements.e8841c45e0ec83a31cf1af95ccc87243)"",""urn:li:chart:(looker,dashboard_elements.fe2331101ab38651980c39cd90ca1fd3)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:unknown"",""time"":0},""lastModified"":{""actor"":""urn:li:corpuser:unknown"",""time"":0}},""datasets"":[],""title"":""Brand Lookup"",""dashboards"":[]}",2024-12-12 23:00:17,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.32)",domains,"{""domains"":[""urn:li:domain:7d64d0fa-66c3-445c-83db-3a324723daf8""]}",2022-03-22 5:29:02,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.32)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::web_analytics_overview)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/thelook::web_analytics_overview"",""charts"":[""urn:li:chart:(looker,dashboard_elements.2db0c3b77161c0fe2a825fa44cf8d915)"",""urn:li:chart:(looker,dashboard_elements.9bf7934ef42eaba9a5d147609a2b2d43)"",""urn:li:chart:(looker,dashboard_elements.da2cb0bc5b0b32c3e874f305b4645eaa)"",""urn:li:chart:(looker,dashboard_elements.a7d82364e6b5064035ddc519ccc07c9d)"",""urn:li:chart:(looker,dashboard_elements.cce4db07df96da2f99d902b27149d430)"",""urn:li:chart:(looker,dashboard_elements.c494d207dd004252906566349010068b)"",""urn:li:chart:(looker,dashboard_elements.6cecfc2b2250419e071555e46ba879fb)"",""urn:li:chart:(looker,dashboard_elements.5cd36506e7629655eb29bc5cb899d404)"",""urn:li:chart:(looker,dashboard_elements.e77abc6e308266aeb4501590c86da402)"",""urn:li:chart:(looker,dashboard_elements.06669917b85dd81ce6a67210981bf0f9)"",""urn:li:chart:(looker,dashboard_elements.31fec9476f231aafedec72699b9b5777)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:unknown"",""time"":0},""lastModified"":{""actor"":""urn:li:corpuser:unknown"",""time"":0}},""datasets"":[],""title"":""Web Analytics Overview"",""dashboards"":[]}",2024-12-12 23:00:16,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.21)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/21"",""charts"":[""urn:li:chart:(looker,dashboard_elements.124)"",""urn:li:chart:(looker,dashboard_elements.118)"",""urn:li:chart:(looker,dashboard_elements.120)"",""urn:li:chart:(looker,dashboard_elements.121)"",""urn:li:chart:(looker,dashboard_elements.123)"",""urn:li:chart:(looker,dashboard_elements.119)"",""urn:li:chart:(looker,dashboard_elements.122)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647915493000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647915549000}},""datasets"":[],""title"":""Return Rate by Postal Code"",""dashboards"":[]}",2024-12-12 23:00:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.16)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/16"",""charts"":[""urn:li:chart:(looker,dashboard_elements.98)"",""urn:li:chart:(looker,dashboard_elements.101)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647914387000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647915308000}},""datasets"":[],""title"":""Weekly Adoption Projection"",""dashboards"":[]}",2024-12-11 23:00:10,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.30)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/30"",""charts"":[""urn:li:chart:(looker,dashboard_elements.138)"",""urn:li:chart:(looker,dashboard_elements.140)"",""urn:li:chart:(looker,dashboard_elements.135)"",""urn:li:chart:(looker,dashboard_elements.134)"",""urn:li:chart:(looker,dashboard_elements.137)"",""urn:li:chart:(looker,dashboard_elements.139)"",""urn:li:chart:(looker,dashboard_elements.136)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916154000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916165000}},""datasets"":[],""title"":""Pet Profile Deep Dive"",""dashboards"":[]}",2024-12-12 23:00:08,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.31)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2023-02-28 17:22:14,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.31)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:admin"",""time"":1684867505409},""terms"":[{""urn"":""urn:li:glossaryTerm:Ecommerce.ReturnRate""}]}",2023-05-23 18:45:05,urn:li:corpuser:admin
"urn:li:dashboard:(looker,dashboards.31)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.16)",dashboardKey,"{""dashboardId"":""dashboards.16"",""dashboardTool"":""looker""}",2022-03-22 3:49:27,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.16)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.31)",dashboardKey,"{""dashboardId"":""dashboards.31"",""dashboardTool"":""looker""}",2022-03-22 3:49:34,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.31)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/31"",""charts"":[""urn:li:chart:(looker,dashboard_elements.142)"",""urn:li:chart:(looker,dashboard_elements.143)"",""urn:li:chart:(looker,dashboard_elements.146)"",""urn:li:chart:(looker,dashboard_elements.141)"",""urn:li:chart:(looker,dashboard_elements.145)"",""urn:li:chart:(looker,dashboard_elements.144)"",""urn:li:chart:(looker,dashboard_elements.147)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916154000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916183000}},""datasets"":[],""title"":""Adoption Report 2021"",""dashboards"":[]}",2024-12-12 23:00:10,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::web_analytics_data_tool)",dashboardKey,"{""dashboardId"":""dashboards.thelook::web_analytics_data_tool"",""dashboardTool"":""looker""}",2022-03-22 3:49:39,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.34)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2023-02-28 17:22:14,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.34)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::web_analytics_overview)",dashboardKey,"{""dashboardId"":""dashboards.thelook::web_analytics_overview"",""dashboardTool"":""looker""}",2022-03-22 3:49:40,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.30)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2023-02-28 17:22:14,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.30)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::customer_lookup)",dashboardKey,"{""dashboardId"":""dashboards.thelook::customer_lookup"",""dashboardTool"":""looker""}",2022-03-22 3:49:35,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.15)",dashboardKey,"{""dashboardId"":""dashboards.15"",""dashboardTool"":""looker""}",2022-03-22 3:49:27,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.21)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::shipping_logistics__operations_overview)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/thelook::shipping_logistics__operations_overview"",""charts"":[""urn:li:chart:(looker,dashboard_elements.edecf68f3a9b528c6b1becd8c83f84b8)"",""urn:li:chart:(looker,dashboard_elements.df97eb64f72eb729a1b1730d63982e38)"",""urn:li:chart:(looker,dashboard_elements.8fff513063c15d5580b05f5b4ee36be2)"",""urn:li:chart:(looker,dashboard_elements.f6cce3fa0358d6077cd256070742d482)"",""urn:li:chart:(looker,dashboard_elements.026134addeb68e60290925a74e5b3e87)"",""urn:li:chart:(looker,dashboard_elements.27a4f9ba7d6674f3e36fc00a19b2911a)"",""urn:li:chart:(looker,dashboard_elements.1435dee08be67d142cb415d53d2be45f)"",""urn:li:chart:(looker,dashboard_elements.1f03f2935929b7cd5bb79455b196ae7e)"",""urn:li:chart:(looker,dashboard_elements.cd41984d40407d8a061947c31444cfea)""],""customProperties"":{},""description"":""Shipping and logistics overview for an ecommerce store - showing things like how many orders are processing, and where things are shipping"",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:unknown"",""time"":0},""lastModified"":{""actor"":""urn:li:corpuser:unknown"",""time"":0}},""datasets"":[],""title"":""Shipping Logistics & Operations Overview"",""dashboards"":[]}",2024-12-12 23:00:17,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::cohort_data_tool)",dashboardKey,"{""dashboardId"":""dashboards.thelook::cohort_data_tool"",""dashboardTool"":""looker""}",2022-03-22 3:49:39,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.11)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/11"",""charts"":[""urn:li:chart:(looker,dashboard_elements.84)"",""urn:li:chart:(looker,dashboard_elements.83)"",""urn:li:chart:(looker,dashboard_elements.82)"",""urn:li:chart:(looker,dashboard_elements.85)"",""urn:li:chart:(looker,dashboard_elements.81)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1632353134000},""lastModified"":{""actor"":""urn:li:corpuser:unknown"",""time"":0}},""datasets"":[],""title"":""DataHub Health"",""dashboards"":[]}",2024-12-12 23:00:10,urn:li:corpuser:__datahub_system
